ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,BOCES_CD,BOCES_NAME,COUNTY_CD,COUNTY_NAME,NEEDS_INDEX
3.429E+11,PS 15 JACKIE ROBINSON SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 33 EDWARD M FUNK,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 33 EDWARD M FUNK,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 33 EDWARD M FUNK SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 34 JOHN HARVARD,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 34 JOHN HARVARD,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 34 JOHN HARVARD SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 35 NATHANIEL WOODHULL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 35 NATHANIEL WOODHULL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 35 NATHANIEL WOODHULL SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 36 ST ALBANS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 36 ST ALBANS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 36 ST ALBANS SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,CYNTHIA JENKINS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,CYNTHIA JENKINS SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,CYNTHIA JENKINS SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 38 ROSEDALE,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 38 ROSEDALE,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 38 ROSEDALE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 52,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 52,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 52 QUEENS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 59 SPRINGFIELD GARDENS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 59 SPRINGFIELD GARDENS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 59 SPRINGFIELD GARDENS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 95 EASTWOOD,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 95 EASTWOOD,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 95 EASTWOOD SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,JEAN NUZZI INTERMEDIATE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,JEAN NUZZI INTERMEDIATE SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,JEAN NUZZI INTERMEDIATE SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 116 WILLIAM C HUGHLEY,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 116 WILLIAM C HUGHLEY SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 116 WILLIAM C HUGHLEY,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 118 LORRAINE HANSBERRY,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 118 LORRAINE HANSBERRY,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 118 LORRAINE HANSBERRY SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 131 ABIGAIL ADAMS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 131 ABIGAIL ADAMS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 131 ABIGAIL ADAMS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 132 RALPH BUNCHE,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 132 RALPH BUNCHE,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 132 RALPH BUNCHE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 134 HOLLIS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 134 HOLLIS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 134 HOLLIS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,THE BELLAIRE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,THE BELLAIRE SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,THE BELLAIRE SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 136 ROY WILKINS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 136 ROY WILKINS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 136 ROY WILKINS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 138 SUNRISE,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 138 SUNRISE,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 138 SUNRISE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 147 RONALD MCNAIR,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 147 RONALD MCNAIR SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/MS 147 RONALD MCNAIR,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 156 LAURELTON,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 156 LAURELTON,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 156 THE LAURELTON SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 176 CAMBRIA HEIGHTS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 176 CAMBRIA HEIGHTS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 176 CAMBRIA HEIGHTS SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 181 BROOKFIELD,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 181 BROOKFIELD,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 181 BROOKFIELD SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 192 THE LINDEN,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 192 THE LINDEN,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 192 THE LINDEN SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 195 WILLIAM HABERLE,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 195 WILLIAM HABERLE,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 195 WILLIAM HABERLE SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 208,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 208,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 208,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 231 MAGNETECH 2000,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 231 MAGNETECH 2000,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 231 MAGNETECH 2000,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 238 SUSAN B ANTHONY,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 238 SUSAN B ANTHONY,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,IS 238 SUSAN B ANTHONY SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 251,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 251,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 251 QUEENS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 268,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS 268,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 268,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 270,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 270,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,THE GORDON PARKS SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 295,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 295,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PS/IS 295,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,QUEENS PREPARATORY ACADEMY,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,QUEENS PREPARATORY ACADEMY,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,QUEENS PREPARATORY ACADEMY,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PATHWAYS COLLEGE PREPARATORY SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PATHWAYS COLLEGE PREPARATORY SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PATHWAYS COLLEGE PREPARATORY SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,EXCELSIOR PREPARATORTY HIGH SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,EXCELSIOR PREPARATORTY HIGH SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,EXCELSIOR PREPARATORTY HIGH SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,GEORGE WASHINGTON CARVER HIGH SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,GEORGE WASHINGTON CARVER HIGH SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,GEORGE WASHINGTON CARVER HIGH SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PREPARATORY ACADEMY FOR WRITERS,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PREPARATORY ACADEMY FOR WRITERS,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,PREPARATORY ACADEMY FOR WRITERS,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,SPRINGFIELD GARDENS HIGH SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,MATH/SCIENCE RESEARCH TECHNICAL CTR,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,MATH/SCIENCE RESEARCH TECHNICAL CTR,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,MATH/SCIENCE RESEARCH TECHNICAL CTR,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,"LAW, GOVERNMENT AND COMMUNITY MAGNET SCHOOL",2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,MAGNET SCHOOL OF LAW/GOVERNMENT,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,MAGNET SCHOOL OF LAW/GOVERNMENT,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,BUSINESS/COMPUTER APPLICATION HIGH SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,BUSINESS/COMPUTER APPLICATION HIGH SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,BUSINESS/COMPUTER APPLICATIONS HIGH SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2010,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,HUMANITIES AND THE ARTS MAGNET HIGH SCHOOL,2008,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.429E+11,HUMANITIES AND THE ARTS MAGNET HIGH SCHOOL,2009,34290001,NEW YORK CITY GEOGRAPHIC DISTRICT #29,,,34,QUEENS,1
3.43E+11,PS 2 ALFRED ZIMBERG,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 2 ALFRED ZIMBERG,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 2 ALFRED ZIMBERG SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 10 H GREELEY SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 10 HORACE GREELEY,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 10 HORACE GREELEY,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 11 KATHRYN PHELAN,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 11 KATHRYN PHELAN,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 11 KATHRYN PHELAN SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 17 HENRY DAVID THOREAU,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 17 HENRY DAVID THOREAU,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 17 HENRY DAVID THOREAU SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 69 JACKSON HEIGHTS,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 69 JACKSON HEIGHTS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 69 JACKSON HEIGHTS SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 70,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 70,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 70 QUEENS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 76 WILLIAM HALLETT,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 76 WILLIAM HALLETT,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 76 WILLIAM HALLETT SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 78,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 78,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 78,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 84 STEINWAY,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 84 STEINWAY,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 84 STEINWAY SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 85 JUDGE CHARLES VALLONE,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 85 JUDGE CHARLES VALLONE,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 85 JUDGE CHARLES VALLONE,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 92 HARRY T STEWART SR,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 92 HARRY T STEWART SR,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 92 HARRY T STEWART SR,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 111 JACOB BLACKWELL,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 111 JACOB BLACKWELL,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 111 JACOB BLACKWELL SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 112 DUTCH KILLS,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 112 DUTCH KILLS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 112 DUTCH KILLS SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 122 MAMIE FAY,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 122 MAMIE FAY,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 122 MAMIE FAY SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 127 AEROSPACE SCIENCE MAGNET,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 127 AEROSPACE SCIENCE MAGNET,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 141 STEINWAY,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 141 THE STEINWAY,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 141 THE STEINWAY SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 145 JOSEPH PULITZER,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 145 JOSEPH PULITZER,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,IS 145 JOSEPH PULITZER,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 148,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 148,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 148 QUEENS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 149 CHRISTA MCAULIFFE,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 149 CHRISTA MCAULIFFE,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 149 CHRISTA MCAULIFFE SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 150,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 150,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 150 QUEENS,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 151 MARY D CARTER,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 151 MARY D CARTER,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 151 MARY D CARTER SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 152 GWENDOLYN ALLEYNE,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 152 GWENDOLYN ALLEYNE,2010,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 152 GWENDOLYN ALLEYNE SCHOOL,2008,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
3.43E+11,PS 166 HENRY GRADSTEIN,2009,34300001,NEW YORK CITY GEOGRAPHIC DISTRICT #30,,,34,QUEENS,1
