ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,BOCES_CD,BOCES_NAME,COUNTY_CD,COUNTY_NAME,NEEDS_INDEX
10100860005,NEW COVENANT CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860005,NEW COVENANT CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860005,NEW COVENANT CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860829,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,2008,,,,,1,ALBANY,7
10100860829,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,2009,,,,,1,ALBANY,7
10100860829,BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS,2010,,,,,1,ALBANY,7
10100860830,BRIGHTER CHOICE SCHOOL FOR GIRLS,2008,,,,,1,ALBANY,7
10100860830,BRIGHTER CHOICE SCHOOL FOR GIRLS,2009,,,,,1,ALBANY,7
10100860830,BRIGHTER CHOICE SCHOOL FOR GIRLS,2010,,,,,1,ALBANY,7
10100860867,KIPP TECH VALLEY CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860867,KIPP TECH VALLEY CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860867,KIPP TECH VALLEY CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860876,ACHIEVEMENT ACADEMY CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860876,ACHIEVEMENT ACADEMY CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860876,ACHIEVEMENT ACADEMY CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860884,ALBANY PREPARATORY CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860884,ALBANY PREPARATORY CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860884,ALBANY PREPARATORY CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860892,HENRY JOHNSON CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860892,HENRY JOHNSON CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860892,HENRY JOHNSON CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860899,ALBANY COMMUNITY CHARTER SCHOOL,2008,,,,,1,ALBANY,7
10100860899,ALBANY COMMUNITY CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860899,ALBANY COMMUNITY CHARTER SCHOOL,2010,,,,,1,ALBANY,7
10100860907,GREEN TECH HIGH CHARTER SCHOOL,2008,,,,,1,ALBANY,
10100860907,GREEN TECH HIGH CHARTER SCHOOL,2009,,,,,1,ALBANY,7
10100860907,GREEN TECH HIGH CHARTER SCHOOL,2010,,,,,1,ALBANY,7
1.40601E+11,KING CENTER CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,KING CENTER CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,KING CENTER CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,SOUTH BUFFALO CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,SOUTH BUFFALO CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,SOUTH BUFFALO CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,TAPESTRY CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,TAPESTRY CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,TAPESTRY CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,COMMUNITY CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,COMMUNITY CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,COMMUNITY CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,BUFFALO UNITED CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,BUFFALO UNITED CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,BUFFALO UNITED CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,PINNACLE CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,PINNACLE CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,PINNACLE CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,ENTERPRISE CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,ENTERPRISE CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,ENTERPRISE CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,SANKOFA CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,SANKOFA CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,ORACLE CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,ORACLE CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,ORACLE CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,WESTMINSTER COMMUNITY CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,WESTMINSTER COMMUNITY CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,WESTMINSTER COMMUNITY CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,ELMWOOD VILLAGE CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.40601E+11,ELMWOOD VILLAGE CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,ELMWOOD VILLAGE CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.40601E+11,ALOMA D JOHNSON COMMUNITY CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.40601E+11,ALOMA D JOHNSON COMMUNITY CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.41801E+11,GLOBAL CONCEPTS CHARTER SCHOOL,2008,,,,,14,ERIE,7
1.41801E+11,GLOBAL CONCEPTS CHARTER SCHOOL,2009,,,,,14,ERIE,7
1.41801E+11,GLOBAL CONCEPTS CHARTER SCHOOL,2010,,,,,14,ERIE,7
1.42602E+11,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2008,,,,,14,ERIE,7
1.42602E+11,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2009,,,,,14,ERIE,7
1.42602E+11,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,2010,,,,,14,ERIE,7
2.61601E+11,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,2008,,,,,26,MONROE,7
2.61601E+11,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,2009,,,,,26,MONROE,7
2.61601E+11,EUGENIO MARIA DE HOSTOS CHARTER SCHOOL,2010,,,,,26,MONROE,7
2.61601E+11,GENESEE COMMUNITY CHARTER SCHOOL AT THE ROCHESTER MUSEUM,2008,,,,,26,MONROE,7
2.61601E+11,GENESEE COMMUNITY CHARTER SCHOOL AT THE ROCHESTER MUSEUM,2009,,,,,26,MONROE,7
2.61601E+11,GENESEE COMMUNITY CHARTER SCHOOL AT THE ROCHESTER MUSEUM,2010,,,,,26,MONROE,7
2.61601E+11,URBAN CHOICE CHARTER SCHOOL,2008,,,,,26,MONROE,7
2.61601E+11,URBAN CHOICE CHARTER SCHOOL,2009,,,,,26,MONROE,7
2.61601E+11,URBAN CHOICE CHARTER SCHOOL,2010,,,,,26,MONROE,7
2.61601E+11,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),2008,,,,,26,MONROE,7
2.61601E+11,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),2009,,,,,26,MONROE,7
2.61601E+11,TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE),2010,,,,,26,MONROE,7
2.61601E+11,ROCHESTER ACADEMY CHARTER SCHOOL,2009,,,,,26,MONROE,7
2.61601E+11,ROCHESTER ACADEMY CHARTER SCHOOL,2010,,,,,26,MONROE,7
2.80202E+11,ACADEMY CHARTER SCHOOL,2010,,,,,28,NASSAU,7
2.80202E+11,EVERGREEN CHARTER SCHOOL,2010,,,,,28,NASSAU,7
2.80209E+11,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,2008,,,,,28,NASSAU,7
2.80209E+11,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,2009,,,,,28,NASSAU,7
2.80209E+11,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,2010,,,,,28,NASSAU,7
3.10101E+11,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,2008,,,,,31,NEW YORK,7
3.10101E+11,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,2009,,,,,31,NEW YORK,7
3.10101E+11,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,2010,,,,,31,NEW YORK,7
3.10101E+11,MANHATTAN CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10101E+11,MANHATTAN CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10101E+11,MANHATTAN CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10201E+11,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10201E+11,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10201E+11,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10201E+11,ROSS GLOBAL ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10201E+11,ROSS GLOBAL ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10201E+11,ROSS GLOBAL ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10301E+11,SISULU-WALKER CHARTER SCHOOL OF HARLEM,2008,,,,,31,NEW YORK,7
3.10301E+11,SISULU-WALKER CHARTER SCHOOL OF HARLEM,2009,,,,,31,NEW YORK,7
3.10301E+11,SISULU-WALKER CHARTER SCHOOL OF HARLEM,2010,,,,,31,NEW YORK,7
3.10301E+11,OPPORTUNITY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10301E+11,OPPORTUNITY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10301E+11,OPPORTUNITY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10301E+11,HARLEM LINK CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10301E+11,HARLEM LINK CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10301E+11,HARLEM LINK CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10301E+11,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10301E+11,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10301E+11,FUTURE LEADERS INSTITUTE CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10301E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10301E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10301E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10301E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10301E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10301E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 4,2010,,,,,31,NEW YORK,7
3.10401E+11,AMBER CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10401E+11,AMBER CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,AMBER CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10401E+11,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10401E+11,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10401E+11,HARLEM DAY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10401E+11,HARLEM DAY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,HARLEM DAY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10401E+11,HARLEM VILLAGE ACADEMY LEADERSHIP,2010,,,,,31,NEW YORK,7
3.10401E+11,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10401E+11,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10401E+11,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10401E+11,DREAM CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10401E+11,DREAM CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10401E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 3,2009,,,,,31,NEW YORK,7
3.10401E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 3,2010,,,,,31,NEW YORK,7
3.10401E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 4,2009,,,,,31,NEW YORK,7
3.10501E+11,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS,2008,,,,,31,NEW YORK,7
3.10501E+11,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS,2009,,,,,31,NEW YORK,7
3.10501E+11,HARLEM VILLAGE ACADEMY CHARTER SCHOOL EHVACS,2010,,,,,31,NEW YORK,7
3.10501E+11,KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH,2008,,,,,31,NEW YORK,7
3.10501E+11,KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH,2009,,,,,31,NEW YORK,7
3.10501E+11,KIPP SUCCESS THROUGH TEAMWORK ACHIEVE & RESPON COL PREP CHARTER SCH,2010,,,,,31,NEW YORK,7
3.10501E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10501E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10501E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10501E+11,KIPP INFINITY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10501E+11,KIPP INFINITY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10501E+11,KIPP INFINITY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10501E+11,HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10501E+11,DEMOCRACY PREPARATORY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10501E+11,DEMOCRACY PREPARATORY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10501E+11,DEMOCRACY PREPARATORY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10501E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 2,2009,,,,,31,NEW YORK,7
3.10501E+11,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 2,2010,,,,,31,NEW YORK,7
3.10501E+11,ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10501E+11,ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10601E+11,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2008,,,,,31,NEW YORK,7
3.10601E+11,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2009,,,,,31,NEW YORK,7
3.10601E+11,NEW HEIGHTS ACADEMY CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.10601E+11,THE EQUITY PROJECT CHARTER SCHOOL,2009,,,,,31,NEW YORK,
3.10601E+11,THE EQUITY PROJECT CHARTER SCHOOL,2010,,,,,31,NEW YORK,7
3.20701E+11,KIPP ACADEMY CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20701E+11,KIPP ACADEMY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20701E+11,KIPP ACADEMY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20701E+11,BRONX CHARTER SCHOOL FOR CHILDREN,2008,,,,,32,BRONX,7
3.20701E+11,BRONX CHARTER SCHOOL FOR CHILDREN,2009,,,,,32,BRONX,7
3.20701E+11,BRONX CHARTER SCHOOL FOR CHILDREN,2010,,,,,32,BRONX,7
3.20701E+11,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS,2008,,,,,32,BRONX,7
3.20701E+11,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS,2009,,,,,32,BRONX,7
3.20701E+11,SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS,2010,,,,,32,BRONX,7
3.20701E+11,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20701E+11,BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20701E+11,GREEN DOT NY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20701E+11,GREEN DOT NY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20701E+11,MOTT HAVEN ACADEMY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20701E+11,MOTT HAVEN ACADEMY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20701E+11,"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2009,,,,,32,BRONX,7
3.20701E+11,"NYC CHARTER HS-ARCHITECTURE, ENGINEERING, CONSTRUCTION INDUSTRIES",2010,,,,,32,BRONX,7
3.20701E+11,THE ETHICAL COMMUNITY CHARTER SCHOOL,2009,,,,,32,BRONX,
3.20701E+11,ACADEMIC LEADERSHIP CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20801E+11,BRONX CHARTER SCHOOL FOR THE ARTS,2008,,,,,32,BRONX,7
3.20801E+11,BRONX CHARTER SCHOOL FOR THE ARTS,2009,,,,,32,BRONX,7
3.20801E+11,BRONX CHARTER SCHOOL FOR THE ARTS,2010,,,,,32,BRONX,7
3.20801E+11,BRONX LIGHTHOUSE CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20801E+11,BRONX LIGHTHOUSE CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20801E+11,HYDE LEADERSHIP CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20801E+11,HYDE LEADERSHIP CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20801E+11,HYDE LEADERSHIP CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20801E+11,CARL C ICAHN BRONX NORTH CHARTER SCHOOL,2008,,,,,32,BRONX,
3.20801E+11,ICAHN CHARTER SCHOOL 2,2009,,,,,32,BRONX,7
3.20801E+11,ICAHN CHARTER SCHOOL 2,2010,,,,,32,BRONX,7
3.20801E+11,ICAHN CHARTER SCHOOL 3,2009,,,,,32,BRONX,7
3.20801E+11,ICAHN CHARTER SCHOOL 3,2010,,,,,32,BRONX,7
3.20801E+11,GIRLS PREP CHARTER SCHOOL OF EAST HARLEM,2010,,,,,32,BRONX,7
3.20801E+11,ICAHN CHARTER SCHOOL 4,2010,,,,,32,BRONX,7
3.20901E+11,BRONX PREPARATORY CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20901E+11,BRONX PREPARATORY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,BRONX PREPARATORY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20901E+11,HARRIET TUBMAN CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20901E+11,HARRIET TUBMAN CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,HARRIET TUBMAN CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20901E+11,CARL C ICAHN CHARTER SCHOOL (THE),2008,,,,,32,BRONX,7
3.20901E+11,ICAHN CHARTER SCHOOL 1,2009,,,,,32,BRONX,7
3.20901E+11,ICAHN CHARTER SCHOOL 1,2010,,,,,32,BRONX,7
3.20901E+11,FAMILY LIFE ACADEMY CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20901E+11,FAMILY LIFE ACADEMY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,FAMILY LIFE ACADEMY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20901E+11,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20901E+11,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.20901E+11,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.20901E+11,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.20901E+11,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.21001E+11,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.21001E+11,BRONX COMMUNITY CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.21001E+11,BRONX COMMUNITY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR BETTER LEARNING,2008,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR BETTER LEARNING,2009,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR BETTER LEARNING,2010,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR EXCELLENCE,2008,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR EXCELLENCE,2009,,,,,32,BRONX,7
3.21101E+11,BRONX CHARTER SCHOOL FOR EXCELLENCE,2010,,,,,32,BRONX,7
3.21101E+11,EQUALITY CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.21201E+11,BRONX LIGHTHOUSE CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.21201E+11,SOUTH BRONX CLASSICAL CHARTER SCHOOL,2008,,,,,32,BRONX,7
3.21201E+11,SOUTH BRONX CLASSICAL CHARTER SCHOOL,2009,,,,,32,BRONX,7
3.21201E+11,SOUTH BRONX CLASSICAL CHARTER SCHOOL,2010,,,,,32,BRONX,7
3.31301E+11,COMMUNITY PARTNERSHIP CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31301E+11,COMMUNITY PARTNERSHIP CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31301E+11,COMMUNITY PARTNERSHIP CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31301E+11,COMMUNITY ROOTS CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31301E+11,COMMUNITY ROOTS CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31301E+11,COMMUNITY ROOTS CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31301E+11,LEADERSHIP PREPARATORY CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31301E+11,LEADERSHIP PREPARATORY CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31301E+11,LEADERSHIP PREPARATORY CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31301E+11,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,BROOKLYN CHARTER SCHOOL (THE),2008,,,,,33,KINGS,7
3.31401E+11,BROOKLYN CHARTER SCHOOL (THE),2009,,,,,33,KINGS,7
3.31401E+11,BROOKLYN CHARTER SCHOOL (THE),2010,,,,,33,KINGS,7
3.31401E+11,BEGINNING WITH CHILDREN CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31401E+11,BEGINNING WITH CHILDREN CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31401E+11,BEGINNING WITH CHILDREN CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG CHARTER HIGH SCHOOL,2008,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG CHARTER HIGH SCHOOL,2009,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG CHARTER HIGH SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31401E+11,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31401E+11,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31401E+11,THE ETHICAL COMMUNITY CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,2009,,,,,33,KINGS,
3.31401E+11,BELIEVE NORTHSIDE CHARTER HIGH SCHOOL,2010,,,,,33,KINGS,7
3.31401E+11,BELIEVE SOUTHSIDE CHARTER HIGH SCHOOL,2009,,,,,33,KINGS,
3.31401E+11,BELIEVE SOUTHSIDE CHARTER HIGH SCHOOL,2010,,,,,33,KINGS,7
3.31501E+11,HELLENIC CLASSICAL CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31501E+11,HELLENIC CLASSICAL CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31501E+11,HELLENIC CLASSICAL CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31501E+11,PAVE ACADEMY CHARTER SCHOOL,2009,,,,,33,KINGS,7
3.31501E+11,PAVE ACADEMY CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31501E+11,BROOKLYN PROSPECT CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31501E+11,SUMMIT ACADEMY CHARTER SCHOOL,2010,,,,,33,KINGS,7
3.31601E+11,BROOKLYN EXCELSIOR CHARTER SCHOOL,2008,,,,,33,KINGS,7
3.31601E+11,BROOKLYN EXCELSIOR CHARTER SCHOOL,2009,,,,,33,KINGS,7
